command,mean,stddev,median,user,system,min,max
boogie sWildcard.bpl,1.5515166612050002,0.032968461382805556,1.541437164505,1.53352095,0.09376100000000001,1.497742645005,1.6115034490050002
boogie new.bpl,6.747709597855,0.062000059643522835,6.742804371005,6.70460885,0.11521655000000001,6.6613857710049995,6.883455599005
boogie old.bpl,1.406415495255,0.03293203021145684,1.406605031505,1.3901575,0.07483575,1.353796948005,1.459841152005
