command,mean,stddev,median,user,system,min,max
boogie sWildcard.bpl,1.1734518300049999,0.04313225571652835,1.184110309055,1.1631588299999998,0.066595885,1.100894526555,1.259440929555
boogie new.bpl,8.307486271704999,0.07200011552327423,8.316296923555,8.253065029999998,0.101756585,8.199921402555,8.462340574555
boogie old.bpl,1.049787266755,0.025643100325042568,1.053615205055,1.0409931299999997,0.057580934999999986,1.010067185555,1.092196835555
